backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
26,publishing|children's books,$,Lucy Moves In is a picture book targeted towards young readers aged 4-9. It is a simple story accompanied by colorful illustrations.,1700,publishing,Lucy Moves In: a Storybook with Pictures,1803,"
					Backers: 26,
					Funding: $1,803 of $1,700 (,106% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
834,design|product design,$,"An adventure bag expertly built for reaching places you’ve never been — pushing the boundaries of comfort, access and versatility.",50000,design,FERNWEH | The Backpacking Bag For Photographers & Travelers,264845,"
					Backers: 834,
					Funding: $264,845 of $50,000 (,529% funded,),
					Campaign Dates: June 17th -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
223,games|playing cards,$,"A deck of elegant, fine art playing cards featuring animals from around the world.",5100,games,Biome V1,6844,"
					Backers: 223,
					Funding: $6,844 of $5,100 (,134% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
55,publishing|nonfiction,$,"A painfully beautiful depiction of the hero's journey, through the eyes of a battered child, written in letters & illustrated for you.",7000,publishing,"Dearest Ivory, Book I: Trauma",7736,"
					Backers: 55,
					Funding: $7,736 of $7,000 (,110% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
19,design|product design,,The portable travel decks. 2 decks of half size playing cards in 1 poker sized foldable compact tuck box design.,,design,"Duplex Deck, 2 x Playing Cards in Fidget Travel Tuck Box",,"
					Backers: 19,
					Funding: HK$4,110 of HK$60,000 (,6% funded,),
					Campaign Dates: June 10th -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Cancelled
10,music|faith,$,Yo Canto al Señor,6000,music,Cantares,610,"
					Backers: 10,
					Funding: $610 of $6,000 (,10% funded,),
					Campaign Dates: June 1st -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Cancelled
0,art|digital art,$,Art community focused to give artists tools to publish and promote their artwork for free unlike other sites which search for profit.,32600,art,ArtNoodle.net,0,"
					Backers: 0,
					Funding: $0 of $32,600 (,0% funded,),
					Campaign Dates: May 24th -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Cancelled
25,,$,"An open-source, hackable drone, with way-point navigation. Controlled from your phone or tablet.",500,technology,Falcon X: An Open-Source Drone,502,"
					Backers: 25,
					Funding: $502 of $500 (,100% funded,),
					Campaign Dates: June 25th -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
70,,£,"Queens Sounds is a booking agency specialising in Female and LGBTQ+ musicians. 
Our goal is to help equalise the music Industry.",5000,music,Queens Sounds: A New Type Of Booking Agency,5040,"
					Backers: 70,
					Funding: £5,040 of £5,000 (,100% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
1483,,$,a 22-day journaling game about time travel and connection,500,games,WAIT FOR ME,22170,"
					Backers: 1483,
					Funding: $22,170 of $500 (,4434% funded,),
					Campaign Dates: July 7th -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
57,film & video|shorts,£,Maggie and Sarah have been best friends as long as they can remember. Now one has to say goodbye to the other.,2000,film & video,A Letter To Sarah,2092,"
					Backers: 57,
					Funding: £2,092 of £2,000 (,104% funded,),
					Campaign Dates: June 22nd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
4,film & video|science fiction,€,"cortometraje de la continuación de ""spider-kid""que muestra la vida de un niño de 12 años como superhéroe enfrentandose  a una amenaza",2500,film & video,SPIDER-KID 2,71,"
					Backers: 4,
					Funding: €71 of €2,500 (,2% funded,),
					Campaign Dates: June 3rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
462,games|tabletop games,$,Thousands have vanished... do your heroes have what it takes to defeat the mysterious Raiders?!,2500,games,Path of the Vanished: A 5e & B/X RPG Campaign!,17283,"
					Backers: 462,
					Funding: $17,283 of $2,500 (,691% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
23,,$,Magical Girl Gamer Charms/Keychains,600,art,Magical Gamer Charm Set!,662,"
					Backers: 23,
					Funding: $662 of $600 (,110% funded,),
					Campaign Dates: June 18th -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
80,games|tabletop games,$,A three-tiered role-playing game (RPG) system aimed at inspiring creativity through story-telling in young children.,17500,games,Fairies of the Mistglade: A Family Fantasy RPG,3664,"
					Backers: 80,
					Funding: $3,664 of $17,500 (,20% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Cancelled
131,games|tabletop games,£,"Also features a re-imagining of the Kenku, a range of Kenku magical items and a collection of highly detailed 1 inch / 25 mil Maps",300,games,The Bones of Kalkratha: An Adventure for DnD 5th Edition,1433,"
					Backers: 131,
					Funding: £1,433 of £300 (,477% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
1254,comics|comic books,$,Black Mirror meets Blade Runner in this deluxe graphic novel by Zep and Dominique Bertail with exclusive variant cover by Peach Momoko.,5000,comics,"PARIS 2119: a deadly, dystopic romance",47284,"
					Backers: 1254,
					Funding: $47,284 of $5,000 (,945% funded,),
					Campaign Dates: June 30th -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
55,games|tabletop games,$,Introducing the Eragarth world setting. Explore the location of Ravensport and venture into The Blackcroft Crypts.,100,games,Blackcroft Crypts Module for DnD5e & Ravensport RPG Location,581,"
					Backers: 55,
					Funding: $581 of $100 (,581% funded,),
					Campaign Dates: July 6th -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
1361,design|product design,$,"400 years of Japanese bladesmithing distilled into three, customisable knives for everyday living.",39542,design,The Hinoki Essential Knives,612313,"
					Backers: 1361,
					Funding: $612,313 of $39,542 (,1548% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Closed
131,,$,"An annual subscription of beautifully designed, thematic books of Classical Theology under 40 pages.",35000,publishing,Bonaventure's Book Club,10103,"
					Backers: 131,
					Funding: $10,103 of $35,000 (,28% funded,),
					Campaign Dates: June 24th -> July 25th (2020),
					Closed: Saturday July 25th, 2020,
				",Cancelled
56,games|tabletop games,$,A competitive deck building game that captures automotive tuning culture in the tabletop format like never before.,36000,games,Motorsport: Automotive Deck Building,3955,"
					Backers: 56,
					Funding: $3,955 of $36,000 (,10% funded,),
					Campaign Dates: June 26th -> July 25th (2020),
					Closed: Saturday July 25th, 2020,
				",Cancelled
4,fashion|accessories,,I have created a luxury inspired watch design oriented on a ace theme.,,fashion,"Marshall's Ace - ""Eye Ticking"" Watch Brand From Sweden",,"
					Backers: 4,
					Funding: kr5,105 of kr170,000 (,3% funded,),
					Campaign Dates: June 22nd -> July 24th (2020),
					Closed: Friday July 24th, 2020,
				",Cancelled
0,publishing|fiction,,La peculiaridad de un nuevo mañana,,publishing,The Spectacle King,,"
					Backers: 0,
					Funding: MX$0 of MX$10,000 (,0% funded,),
					Campaign Dates: May 27th -> July 26th (2020),
					Closed: Sunday July 26th, 2020,
				",Cancelled
3,design|product design,$,We create bags for passionate women with big dreams. Beautifully designed to accompany your fabulous journey.,5800,design,Goddess Duty - Enchanting Bag to Augment Your Charm,196,"
					Backers: 3,
					Funding: $196 of $5,800 (,3% funded,),
					Campaign Dates: June 26th -> July 26th (2020),
					Closed: Sunday July 26th, 2020,
				",Cancelled
8,,$,SWISS MECHANICAL WATCHES,2000,design,ALP WATCH,1796,"
					Backers: 8,
					Funding: $1,796 of $2,000 (,89% funded,),
					Campaign Dates: June 26th -> July 26th (2020),
					Closed: Sunday July 26th, 2020,
				",Cancelled
23,,$,"Black Owned, Major Music Distribution Company",30000,music,My Executive Room,2400,"
					Backers: 23,
					Funding: $2,400 of $30,000 (,8% funded,),
					Campaign Dates: July 1st -> July 26th (2020),
					Closed: Sunday July 26th, 2020,
				",Cancelled
82,,,The 2 in 1 vase that brings security and safety first in every home.,,design,The FireVase,,"
					Backers: 82,
					Funding: kr45,042 of kr249,355 (,18% funded,),
					Campaign Dates: May 27th -> July 26th (2020),
					Closed: Sunday July 26th, 2020,
				",Cancelled
8,games|tabletop games,$,Wooden tokens for use in Magic the Gathering,5000,games,Vigilant Tokens,176,"
					Backers: 8,
					Funding: $176 of $5,000 (,3% funded,),
					Campaign Dates: May 26th -> July 25th (2020),
					Closed: Saturday July 25th, 2020,
				",Cancelled
37,technology|makerspaces,$,"A 32,000 sq ft makerspace and small business incubator featuring micro-studios, class/meeting rooms, STEM space & 12 large work shops.",25000,technology,"Maker District-a 32,000 sqft Makerspace & Business Incubator",4248,"
					Backers: 37,
					Funding: $4,248 of $25,000 (,16% funded,),
					Campaign Dates: June 23rd -> July 24th (2020),
					Closed: Friday July 24th, 2020,
				",Cancelled
16,,€,A set of playing cards with theme and illustrations of ancient egypt gods.,10700,games,Gods of Egypt - Playing Cards,441,"
					Backers: 16,
					Funding: €441 of €10,700 (,4% funded,),
					Campaign Dates: May 25th -> July 24th (2020),
					Closed: Friday July 24th, 2020,
				",Cancelled
3,comics|comic books,$,A trio of survivors thrive in the post apocalyptic world of the undead.,1400,comics,Undead Assassins,37,"
					Backers: 3,
					Funding: $37 of $1,400 (,2% funded,),
					Campaign Dates: June 24th -> July 24th (2020),
					Closed: Friday July 24th, 2020,
				",Cancelled
2,music|pop,,A Visual Music Album within the Pop Genre to encourage and inspire the combination of art forms to speak to the world. LGBTQ+ themed.,,music,'The first breath of a Rainbow (A Visual Music Album - Film),,"
					Backers: 2,
					Funding: kr259 of kr170,000 (,0% funded,),
					Campaign Dates: May 25th -> July 24th (2020),
					Closed: Friday July 24th, 2020,
				",Cancelled
8,games|video games,$,The mobile game where you`ll be causing apocalypses by playing as a horde of zombies,14000,games,Zombiescape: try to be zombie,138,"
					Backers: 8,
					Funding: $138 of $14,000 (,0% funded,),
					Campaign Dates: May 25th -> July 24th (2020),
					Closed: Friday July 24th, 2020,
				",Cancelled
1,technology|software,€,"Ublup make your online store in just a few minutes and  all from your phone, launch your project quickly and cheap.",3000,technology,UBLUP Create your online store from your phone,1,"
					Backers: 1,
					Funding: €1 of €3,000 (,0% funded,),
					Campaign Dates: July 9th -> July 24th (2020),
					Closed: Friday July 24th, 2020,
				",Cancelled
167,design|product design,$,A Stylish No-Contact UV Sanitization Device that Disinfects Multiple Items,60000,design,ACESO - The Next Gen Sanitizer for Things,23541,"
					Backers: 167,
					Funding: $23,541 of $60,000 (,39% funded,),
					Campaign Dates: June 9th -> July 24th (2020),
					Closed: Friday July 24th, 2020,
				",Cancelled
3,games|mobile games,€,The blockchain game,15000,games,Lander,12,"
					Backers: 3,
					Funding: €12 of €15,000 (,0% funded,),
					Campaign Dates: June 24th -> July 24th (2020),
					Closed: Friday July 24th, 2020,
				",Cancelled
9,technology|gadgets,$,A Clockwork-powered functional camera,97000,technology,The Clockwork Camera,288,"
					Backers: 9,
					Funding: $288 of $97,000 (,0% funded,),
					Campaign Dates: June 24th -> July 24th (2020),
					Closed: Friday July 24th, 2020,
				",Cancelled
11,games|playing cards,$,"New cards, new meanings, deeper insights! Can you decipher what the Fates are saying?",12500,games,Dark Tarot - Da'Ra'Kur,616,"
					Backers: 11,
					Funding: $616 of $12,500 (,4% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Cancelled
425,games|tabletop games,$,Build the most formidable interplanetary criminal empire in this new thematic sci-fi board game.,55000,games,SYNDICATE: An Interplanetary Conquest Board Game,31168,"
					Backers: 425,
					Funding: $31,168 of $55,000 (,56% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Cancelled
2,technology|apps,$,"An application changing the aviation industry for pilots. No more waiting, no more hassle. Everything done through our app!",50000,technology,GroundSupport by Alezion,101,"
					Backers: 2,
					Funding: $101 of $50,000 (,0% funded,),
					Campaign Dates: June 23rd -> July 23rd (2020),
					Closed: Thursday July 23rd, 2020,
				",Cancelled
8,,$,GrassTB have a vision to revolutionize paper products to help our planet for generations to come #thinkgrass,250000,crafts,"100% Grass Paper Products, Environment Friendly",515,"
					Backers: 8,
					Funding: $515 of $250,000 (,0% funded,),
					Campaign Dates: May 26th -> July 25th (2020),
					Closed: Saturday July 25th, 2020,
				",Cancelled
38,design|product design,$,duit dryhouse is a portable rigid enclosure that is both a home for your pet and a dryer.,10000,design,An all-in-one home and dryer for pets!,10269,"
					Backers: 38,
					Funding: $10,269 of $10,000 (,102% funded,),
					Campaign Dates: June 10th -> July 25th (2020),
					Closed: Saturday July 25th, 2020,
				",Cancelled
60,games|playing cards,€,Pencil Skulls playing cards. Designed as fine art playing cards.,9700,games,Pencil Skull Playing Cards,1963,"
					Backers: 60,
					Funding: €1,963 of €9,700 (,20% funded,),
					Campaign Dates: May 26th -> July 25th (2020),
					Closed: Saturday July 25th, 2020,
				",Cancelled
0,music|hip-hop,€,Financement de l'édition physique (CD) de la mixtape Pixel ID.,400,music,Pixel ID - Edition physique (CD),0,"
					Backers: 0,
					Funding: €0 of €400 (,0% funded,),
					Campaign Dates: June 25th -> July 25th (2020),
					Closed: Saturday July 25th, 2020,
				",Cancelled
1,,$,"Hand made Jewelry candles, watercolor acrylic art and resin made accessories",12400,crafts,Yellipiani,1,"
					Backers: 1,
					Funding: $1 of $12,400 (,0% funded,),
					Campaign Dates: June 25th -> July 25th (2020),
					Closed: Saturday July 25th, 2020,
				",Cancelled
