backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
6,,£,"Los Bravos, known for penning down hits such as Black is Black & Bring a Little Loving are set to record yet another new album in 2020",20000,music,Los Bravos,100,"
					Backers: 6,
					Funding: £100 of £20,000 (,0% funded,),
					Campaign Dates: April 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
7,art|digital art,$,A hard enamel pin featuring original artwork of Daisy Mae from Animal Crossing!,150,art,Daisy Mae Animal Crossing Hard Enamel Pin,150,"
					Backers: 7,
					Funding: $150 of $150 (,100% funded,),
					Campaign Dates: June 3rd -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
2,publishing|children's books,€,"When a mayor plans to build a car park in the middle of the city park, a group of children take on him.",1900,publishing,The Challenge - New children's book on children's rights,26,"
					Backers: 2,
					Funding: €26 of €1,900 (,1% funded,),
					Campaign Dates: May 23rd -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
206,music|faith,$,A New Album by Steve Bell,20000,music,Wouldn't You Love to Know?,24504,"
					Backers: 206,
					Funding: $24,504 of $20,000 (,122% funded,),
					Campaign Dates: April 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
3,,£,"Meetmees are unique decks of cards, designed and inspired to bring new consumers to business. The fun is in finding who is inside & why",10000,publishing,Meetmees ~ Promoting Promotions,7,"
					Backers: 3,
					Funding: £7 of £10,000 (,0% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
34,art|illustration,£,A selection of 7 weird cat pins based on my favorite memes.  Made from enamel.,500,art,Seven Deadly (Cat) Pins,744,"
					Backers: 34,
					Funding: £744 of £500 (,148% funded,),
					Campaign Dates: May 29th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
10,technology|diy electronics,€,"Enjoy life with fresh drinks at anywhere, anytime with Alphalyteblend.",5000,technology,"Alphalyteblend: Light, Collapsible, Portable Blender",191,"
					Backers: 10,
					Funding: €191 of €5,000 (,3% funded,),
					Campaign Dates: April 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
1,games|video games,$,This game will introduce Whitewater Rafting to the PC Game market; rafting Class 2-4 rapids from Real World Locations around the globe.,300000,games,Whitewater Rafting Simulator (PC Game),1,"
					Backers: 1,
					Funding: $1 of $300,000 (,0% funded,),
					Campaign Dates: May 13th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
31,,$,"An instrumental album to help you reflect, relax and recharge.",400,music,Intricately Woven,703,"
					Backers: 31,
					Funding: $703 of $400 (,175% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
28,games|tabletop games,$,"A competitive card game for people who like space, winning and destroying their opponents in a nuclear inferno.",10000,games,Space Rush: First Strike,1390,"
					Backers: 28,
					Funding: $1,390 of $10,000 (,13% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
9,fashion|accessories,$,"A series of ACNH enamel pins featuring Flick, Marshal and Raymond!",500,fashion,Bold Series - ACNH Enamel Pins,217,"
					Backers: 9,
					Funding: $217 of $500 (,43% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
14,,$,"The ""Beautiful Ghosts"" music album, book, and more!",250,music,The Beautiful Ghosts Project,620,"
					Backers: 14,
					Funding: $620 of $250 (,248% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
146,technology|gadgets,$,"A Lightweight, affordable device to open doors, activate touch screens and use shared surfaces to help avoid contaminating your hands",1000,technology,FreeTouch,4518,"
					Backers: 146,
					Funding: $4,518 of $1,000 (,451% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
63,comics|graphic novels,$,"A world brought to its knees by the misadventures of three desperate lovers. The official digital launch, and a brand new cover design!",1000,comics,Triumviratus: award-winning 530 page fantasy graphic novel,2145,"
					Backers: 63,
					Funding: $2,145 of $1,000 (,214% funded,),
					Campaign Dates: May 3rd -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
90,design|product design,,Cordless Car Cleaning| Powerful Suction& Filtration| Telescopic& Rotatable| Type-C Charging,,design,OATSBASF：The Best Portable Cordless Car Vacuum Cleaner,,"
					Backers: 90,
					Funding: HK$79,818 of HK$75,000 (,106% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
2762,,€,The G32 revolutionizes gas grilling and perfectly adjusts to your grilling needs,30000,food,Otto's G32 – the first smart and modular gas grill.,4468052,"
					Backers: 2762,
					Funding: €4,468,052 of €30,000 (,14893% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
1,technology|hardware,$,Smart surveillance and safety using autonomous real-time video processing with cloud-connected features and machine learning.,350000,technology,Autonomous Video Security and Situational Awareness,1,"
					Backers: 1,
					Funding: $1 of $350,000 (,0% funded,),
					Campaign Dates: April 16th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
83,comics|webcomics,£,A new comic story about suffering with social anxiety and life as an introvert. Also a compilation of comics from 2017-2020.,500,comics,Anxiety - The third Socially Awkward Misfit comic book,1517,"
					Backers: 83,
					Funding: £1,517 of £500 (,303% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
28,art|painting,,"Also Postcards, Posters and T-Shirt",,art,Turns Heaven Guardians into golden metal pin and more!,,"
					Backers: 28,
					Funding: HK$9,454 of HK$6,000 (,157% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
33,fashion|jewelry,£,Wellbeing inspired crystal jewellery crafted intuitively and uniquely for you. Bringing the world together through the magic of design.,250,fashion,Wellbeedid Circle of Positive Connection,781,"
					Backers: 33,
					Funding: £781 of £250 (,312% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
22,,£,"A mobile app to train with friends from your phone, wherever you are.",10000,technology,"Train with friends, everywhere",2312,"
					Backers: 22,
					Funding: £2,312 of £10,000 (,23% funded,),
					Campaign Dates: April 29th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
5,design|product design,£,Fed up with cars passing too close? So are we...,5000,design,Cyclo Sausage: Automotive social distancing for your bicycle,126,"
					Backers: 5,
					Funding: £126 of £5,000 (,2% funded,),
					Campaign Dates: April 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
3199,photography|places,€,"A second life to the phenomenal Facebook group, created to connect people during lockdown due to the Covid-19.",70000,photography,"""View from my window"" - Life after Facebook",138581,"
					Backers: 3199,
					Funding: €138,581 of €70,000 (,197% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
11,technology|hardware,$,A digital musical instrument with the expression of analog instruments,15000,technology,Willowisp,1518,"
					Backers: 11,
					Funding: $1,518 of $15,000 (,10% funded,),
					Campaign Dates: May 23rd -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
26,publishing|young adult,$,"An anxious werewolf king, with a town to protect, encounters a nosy Hunter from a nearby city out to unravel the mystery in his forest.",500,publishing,Blackwood Volume 1 Printing,583,"
					Backers: 26,
					Funding: $583 of $500 (,116% funded,),
					Campaign Dates: May 12th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
58,art|illustration,$,Meet the Girl Snouts! ✿ Help me and these furry friends meet our goal of creating adorable wooden pins and a unique beret!  U・ᴥ・U,800,art,Girl Snouts: Wooden Pins + Cookie Beret,2407,"
					Backers: 58,
					Funding: $2,407 of $800 (,300% funded,),
					Campaign Dates: May 28th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
39,games|tabletop games,$,"Infected! Heal as many sick as you can, keep the healthy in your bunker and use your country's special skills to emerge strong.",2260,games,Infected! | Bunker the Healthy - Heal the Infected,741,"
					Backers: 39,
					Funding: $741 of $2,260 (,32% funded,),
					Campaign Dates: May 19th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
504,,€,"An epic and zany album where you will discover the adventures of Callistra, Marv and Erasmus.",20000,comics,Witch Memory 1 - The Phantom Recollection,26069,"
					Backers: 504,
					Funding: €26,069 of €20,000 (,130% funded,),
					Campaign Dates: May 1st -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
13,publishing|academic,£,Study how this technology will dominate the future of the biotechnology industry and not only that.,8000,publishing,The Revolution of the CRISPR/Cas9 System,286,"
					Backers: 13,
					Funding: £286 of £8,000 (,3% funded,),
					Campaign Dates: May 29th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
1,technology|gadgets,€,"una nueva forma de patinar.
un deslizador",2000,technology,air-surf,1,"
					Backers: 1,
					Funding: €1 of €2,000 (,0% funded,),
					Campaign Dates: April 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
2,publishing|children's books,$,A children’s book about our responsibility to protect our environment.,5000,publishing,What’s Left For Me?,101,"
					Backers: 2,
					Funding: $101 of $5,000 (,2% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
60,publishing|nonfiction,$,The 1918 Pandemic and a City Under Siege,3500,publishing,The Grip,4084,"
					Backers: 60,
					Funding: $4,084 of $3,500 (,116% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
53,technology|wearables,$,AnyCARE Tap – Health and Fitness Smartwatch with Medical Alert for Your Senior Loved Ones,50000,technology,AnyCARE,3589,"
					Backers: 53,
					Funding: $3,589 of $50,000 (,7% funded,),
					Campaign Dates: May 13th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
1,technology|software,$,"This is made for creators, influencers, educators, product sellers, the list goes on... Simply create a live event and make money.",10000,technology,Peery Live: A FREE live immersive event platform,1,"
					Backers: 1,
					Funding: $1 of $10,000 (,0% funded,),
					Campaign Dates: April 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
238,publishing|fiction,$,An anthology of stories to pass the time,100,publishing,Staying In Place,2407,"
					Backers: 238,
					Funding: $2,407 of $100 (,2407% funded,),
					Campaign Dates: May 15th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
10,design|product design,$,An Eco friendly product which helps not to touch directly with hands to open doors and touch common areas on a daily basis.,6000,design,ExtraHand Antimicrobial Door Opener and Surface Toucher,309,"
					Backers: 10,
					Funding: $309 of $6,000 (,5% funded,),
					Campaign Dates: May 4th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
4,design|product design,$,A mascot pin for GRxCORPSE,280,design,Button Bow! Soft Enamel Pin,46,"
					Backers: 4,
					Funding: $46 of $280 (,16% funded,),
					Campaign Dates: May 19th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
144,comics|graphic novels,$,Militia Trade Paperback,3000,comics,Militia TPB,5406,"
					Backers: 144,
					Funding: $5,406 of $3,000 (,180% funded,),
					Campaign Dates: May 11th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
897,games|tabletop games,$,A realistic and dynamic simulation of combat between aircraft from WW1.,2000,games,Age of Dogfights: WW1,57915,"
					Backers: 897,
					Funding: $57,915 of $2,000 (,2895% funded,),
					Campaign Dates: May 19th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
998,games|tabletop games,$,"Promo cards, board game bundles, and t-shirts are waiting for backers who support our channel—help us keep making the content you love!",15000,games,Tantrum House • Season 7 • Board Game Media,30325,"
					Backers: 998,
					Funding: $30,325 of $15,000 (,202% funded,),
					Campaign Dates: May 26th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
102,games|tabletop games,£,A 2-4 player card game with anime styled Idol girls!,4000,games,Rival ★ Idols: Anime Styled Card Game by Ohayou!,3225,"
					Backers: 102,
					Funding: £3,225 of £4,000 (,80% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
1,publishing|children's books,$,"This engaging and positive rhyming book is catchy and upbeat, designed to foster a deep appreciation for all of our Essential Workers!",2500,publishing,Essential Heroes: Gratitude Book to Thank Essential Workers!,1,"
					Backers: 1,
					Funding: $1 of $2,500 (,0% funded,),
					Campaign Dates: May 27th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Cancelled
62,fashion|accessories,£,A series of Pride flag pins - with rats!,350,fashion,Pride Rats Acrylic Pins,646,"
					Backers: 62,
					Funding: £646 of £350 (,184% funded,),
					Campaign Dates: May 30th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
24,food|restaurants,,Homeburger Recipe Book,,food,We were Homeburger,,"
					Backers: 24,
					Funding: MX$2,864 of MX$1,000 (,286% funded,),
					Campaign Dates: May 14th -> June 13th (2020),
					Closed: Saturday June 13th, 2020,
				",Closed
